abv,avail,avg_score,beer_name_og,brewery_og,category_og,city_og,ibu,num_of_ratings,state_og,style,style_og
5.10,Year-round,3.65,HUB Lager,Hopworks Urban Brewery,German Lager,Portland,-1,146,Oregon,Bohemian Pilsener,German-Style Pilsener
-1,Year-round,3.27,Long's Peak Raspberry Wheat,Estes Park Brewery,Other Style,Estes Park,-1,36,Colorado,Fruit and Field Beer,Fruit Beer
5.80,Fall,3.66,Bob's '47 Oktoberfest,Boulevard Brewing Company,German Lager,Kansas City,27,694,Missouri,German Märzen / Oktoberfest,German-Style Oktoberfest
3.90,Year-round,2.86,Lionshead Light,Lion Brewery Inc.,North American Lager,Wilkes Barre,-1,72,Pennsylvania,American Light Lager,American-Style Light Lager
6.90,Spring,3.63,Saint Arnold Spring Bock,Saint Arnold Brewing,German Lager,Houston,-1,400,Texas,German Bock,Traditional German-Style Bock
6.00,Fall,3.79,Munsterfest,Three Floyds Brewing,German Lager,Munster,-1,773,Indiana,German Märzen / Oktoberfest,German-Style Oktoberfest
10.00,Rotating,3.72,Mojo Risin' Double IPA,Boulder Beer Company,North American Ale,Boulder,-1,868,Colorado,American Imperial IPA,Imperial or Double India Pale Ale
5.60,Year-round,3.7,Duck-Rabbit Brown Ale,Duck-Rabbit Craft Brewery,North American Ale,Farmville,-1,698,North Carolina,American Brown Ale,American-Style Brown Ale
6.00,Rotating,0,Standing Stone Saison,Standing Stone Brewing Company,Belgian and French Ale,Ashland,-1,0,Oregon,Belgian Saison,French & Belgian-Style Saison
6.00,Year-round,3.69,Sky High Rye,Arcadia Brewing,North American Ale,Battle Creek,-1,585,Michigan,Rye Beer,American-Style Pale Ale
6.30,Year-round,3.72,Benchwarmer Porter,Cooperstown Brewing Company,Irish Ale,Milford,-1,216,New York,English Porter,Porter
8.00,Spring,4.04,Glockenspiel,Great Lakes Brewing,German Ale,Cleveland,-1,227,Ohio,German Weizenbock,South German-Style Weizenbock
4.10,Year-round,2.64,Bud Light Golden Wheat,Anheuser-Busch,Belgian and French Ale,Saint Louis,-1,647,Missouri,Herb and Spice Beer,Belgian-Style White
4.50,Year-round,2.92,Tropical Mango,St John Brewers,North American Ale,St. John,-1,174,Virgin Islands,Fruit and Field Beer,American-Style Pale Ale
7.40,Fall,4,Big Hop Harvest Ale,East End Brewing Company,North American Ale,Pittsburgh,-1,98,Pennsylvania,American IPA,American-Style India Pale Ale
8.80,Spring,4.1,Lucky 13 Mondo Large Red Ale,Lagunitas Brewing Company,North American Ale,Petaluma,-1,2754,California,American Imperial Red Ale,American-Style Amber/Red Ale
5.60,Year-round,3.7,Full Moon Pale Rye Ale,Real Ale Brewing Company,Other Style,Blanco,-1,594,Texas,Rye Beer,American Rye Ale or Lager
8.70,Winter,3.96,Yakima Glory,Victory Brewing,North American Ale,Downingtown,-1,1661,Pennsylvania,American Black Ale,American-Style India Black Ale
-1,Year-round,3.32,Base Camp Golden Ale,Fifty Fifty Brewing Co.,North American Ale,Truckee,-1,18,California,American Blonde Ale,Golden or Blonde Ale
5.60,Year-round,3.65,Acme California Brown Ale,North Coast Brewing Company,North American Ale,Fort Bragg,-1,104,California,American Brown Ale,American-Style Brown Ale
-1,Year-round,3.6,Beer,Mehana Brewing,,Hilo,-1,5,Hawaii,American Blonde Ale,
-1,Year-round,3.51,Red,Callahan's Pub and Brewery,North American Ale,San Diego,-1,5,California,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Year-round,2.08,Whooping Wheat,Crane River Brewpub and Cafe,,Lincoln,-1,1,Nebraska,American Pale Wheat Ale,
7.20,Spring,3.73,Anniversary Maibock,Appalachian Brewing Company,German Lager,Harrisburg,-1,52,Pennsylvania,German Maibock,German-Style Heller Bock/Maibock
5.40,Fall,3.54,AutumnFest,Weyerbacher Brewing Company,German Lager,Easton,-1,561,Pennsylvania,American Amber / Red Ale,German-Style Oktoberfest
5.00,Rotating,3.67,Blanche,Weyerbacher Brewing Company,Belgian and French Ale,Easton,-1,5,Pennsylvania,Belgian Witbier,Belgian-Style White
8.00,Rotating,3.94,Heresy,Weyerbacher Brewing Company,North American Ale,Easton,-1,2260,Pennsylvania,Russian Imperial Stout,American-Style Imperial Stout
5.70,Winter,3.27,Big Butt Doppelbock,Jacob Leinenkugel Brewing Company,German Lager,Chippewa Falls,-1,559,Wisconsin,German Doppelbock,Traditional German-Style Bock
-1,Year-round,3.18,Sturgeon Stout,Mad Crab Restaurant and Brewery,North American Ale,Strongsville,-1,1,Ohio,American Stout,American-Style Stout
-1,Year-round,2.36,Wheat Ale,Randy's Fun Hunters Brewery Restaurant and Banquet Center,North American Lager,Whitewater,-1,3,Wisconsin,German Hefeweizen,American-Style Lager
-1,Limited (brewed once),4.3,Lake Shore Light,Route 66 Brewery,North American Lager,Saint Louis,-1,1,Missouri,American Blonde Ale,American-Style Lager
6.00,Year-round,3.73,Snake Pit Porter,Oaken Barrel Brewing,Irish Ale,Greenwood,-1,72,Indiana,American Porter,Porter
5.80,Year-round,3.06,Lake Effect Pale Ale,Mishawaka Brewing,North American Ale,Mishawaka,-1,27,Indiana,American Pale Ale (APA),American-Style Pale Ale
-1,Rotating,4.18,Doppelbock,Hereford & Hops Steakhouse and Brewpub #3,German Lager,Wausau,-1,2,Wisconsin,German Doppelbock,Traditional German-Style Bock
7.30,Winter,3.1,Christmas Ale,Ramapo Valley Brewery,,Hillburn,-1,3,New York,Winter Warmer,
-1,Year-round,4.22,Sunset Amber,Coast Brewing,North American Ale,Biloxi,-1,1,Mississippi,Vienna Lager,American-Style Amber/Red Ale
-1,Year-round,3.68,Artist Colony Ale,Stone City Brewing,North American Ale,Solon,-1,4,Iowa,English Brown Ale,American-Style Amber/Red Ale
7.00,Year-round,3.21,Super Natural IPA,Hawks Brewing,North American Ale,Roseburg,-1,10,Oregon,American IPA,American-Style India Pale Ale
-1,Limited (brewed once),3.77,Our Special Ale 1995,Anchor Brewing,,San Francisco,-1,15,California,Winter Warmer,
6.50,Year-round,3.92,Pick Axe IPA,Socorro Springs Brewing,North American Ale,Socorro,-1,3,New Mexico,American IPA,American-Style India Pale Ale
4.80,Year-round,3.87,Sunday River Alt,Stone Coast Brewing - Portland,North American Ale,Portland,-1,14,Maine,German Altbier,American-Style Brown Ale
5.00,Year-round,3.18,Hefe Weiss,Marin Brewing,North American Lager,Larkspur Landing,-1,28,California,German Hefeweizen,American-Style Lager
5.20,Year-round,3.55,Capital Wisconsin Amber,Capital Brewery,North American Lager,Middleton,-1,456,Wisconsin,American Amber / Red Lager,American-Style Lager
6.00,Fall,3.92,Autumn Ale,Gray Brewing,British Ale,Janesville,-1,3,Wisconsin,English Brown Ale,English-Style Pale Mild Ale
6.50,Spring,3.85,Oderbolz Bock,Sand Creek Brewing Company,German Lager,Black River Falls,-1,14,Wisconsin,German Bock,Traditional German-Style Bock
-1,Year-round,3.33,Amber,Legends Brewhouse & Eatery of Green Bay,North American Ale,Green Bay,-1,1,Wisconsin,American Amber / Red Ale,American-Style Amber/Red Ale
6.00,Fall,3.51,Pumpkin Lager,Lakefront Brewery,,Milwaukee,-1,666,Wisconsin,Fruit and Field Beer,
7.50,Limited (brewed once),3.73,Session Ale,Milwaukee Ale House,British Ale,Milwaukee,-1,3,Wisconsin,American IPA,English-Style Pale Mild Ale
-1,Year-round,3.03,Old Port Porter,Port Washington Brewing,Irish Ale,Port Washington,-1,4,Wisconsin,American Porter,Porter
-1,Summer,3.44,Belgian White,Engine House #9,,Tacoma,-1,19,Washington,Belgian Witbier,
-1,Year-round,3.77,Blind Pig Dunkelweizen,Fish Brewing Company & Fish Tail Brewpub,North American Lager,Olympia,-1,21,Washington,German Dunkelweizen,American-Style Lager
-1,Year-round,4.71,Fauntleroy Stout,Pacific Rim Brewing,North American Ale,Seattle,-1,2,Washington,American Stout,American-Style Stout
8.00,Year-round,4.14,Super Natural Oatmeal Stout,Hawks Brewing,North American Ale,Roseburg,-1,11,Oregon,English Oatmeal Stout,American-Style Stout
6.10,Year-round,3.18,Chehalem Mountain IPA,Golden Valley Brewery and Pub,North American Ale,McMinnville,-1,36,Oregon,American IPA,American-Style India Pale Ale
10.00,Year-round,3.59,Grand Cru,Dick's Brewing,,Centralia,-1,62,Washington,Belgian Strong Dark Ale,
6.00,Year-round,3.14,Schuylkill Punch,Manayunk Brewery and Restaurant,Other Style,Philadelphia,-1,62,Pennsylvania,Fruit and Field Beer,Fruit Beer
-1,Limited (brewed once),3.78,Tart,Nodding Head Brewpub,,Philadelphia,-1,1,Pennsylvania,Flanders Oud Bruin,
5.00,Winter,3.58,Erik the Red,Dragonmead Microbrewery,North American Ale,Warren,-1,107,Michigan,Irish Red Ale,American-Style Amber/Red Ale
-1,Year-round,2.81,Lone Palm Ale,Margaritaville Brewing Company,North American Ale,Jacksonville,-1,11,Florida,American Brown Ale,American-Style Brown Ale
5.40,Summer,2.95,Beach Bum Blonde Ale,Anheuser-Busch,North American Ale,Saint Louis,-1,248,Missouri,American Blonde Ale,Golden or Blonde Ale
4.80,Year-round,3.58,UFO Raspberry Hefeweizen,Harpoon Brewery - Boston,Other Style,Boston,10,799,Massachusetts,Fruit and Field Beer,Fruit Beer
4.30,Year-round,3.58,Harpoon Brown Session Ale,Harpoon Brewery - Boston,North American Ale,Boston,-1,152,Massachusetts,English Dark Mild Ale,American-Style Brown Ale
6.40,Winter,3.64,Glissade Golden Bock,Sierra Nevada Brewing Co.,German Lager,Chico,-1,1275,California,German Maibock,German-Style Heller Bock/Maibock
6.50,Limited (brewed once),3.42,Harpoon Munich Dark,Harpoon Brewery - Boston,North American Ale,Boston,-1,3,Massachusetts,American Wild Ale,American-Style Brown Ale
6.50,Winter,3.76,Yellow Snow IPA,Rogue Ales,North American Ale,Newport,70,2121,Oregon,American IPA,American-Style India Pale Ale
4.20,Year-round,3.29,Abita Purple Haze,Abita Brewing Company,Other Style,Abita Springs,-1,3430,Louisiana,Fruit and Field Beer,Light American Wheat Ale or Lager
5.50,Limited (brewed once),3.63,Foggy Goggle Belgian White,Fifty Fifty Brewing Co.,Belgian and French Ale,Truckee,-1,3,California,Belgian Witbier,Belgian-Style White
5.50,Fall,3.1,Jack's Pumpkin Spice Ale,Anheuser-Busch,Other Style,Saint Louis,-1,417,Missouri,Pumpkin Beer,Pumpkin Beer
5.25,Summer,3.9,Fargo Brothers Hefeweizen,Tyranena Brewing,German Ale,Lake Mills,-1,63,Wisconsin,German Hefeweizen,South German-Style Hefeweizen
8.00,Limited (brewed once),4.02,Saturn - Belgian-style Fresh Hop IPA,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,55,25,Alaska,Belgian IPA,Other Belgian-Style Ales
7.20,Fall,3.81,Wet Hop Requiem IPA,Bube's Brewery,North American Ale,Mount Joy,-1,4,Pennsylvania,American IPA,American-Style India Pale Ale
4.50,Year-round,3.24,Buffalo Butt,Rahr & Sons Brewing Company,North American Ale,Fortworth,-1,133,Texas,American Amber / Red Ale,American-Style Amber/Red Ale
5.30,Rotating,3.8,Pipeline Porter,Kona Brewing,Irish Ale,Kailua-Kona,-1,1962,Hawaii,American Porter,Porter
6.30,Year-round,3.83,Slab Cabin IPA,Otto's Pub and Brewery,North American Ale,State College,-1,178,Pennsylvania,American IPA,American-Style India Pale Ale
6.70,Summer,4.21,Chico Estate Harvest Ale,Sierra Nevada Brewing Co.,North American Ale,Chico,-1,203,California,American IPA,American-Style India Pale Ale
4.50,Year-round,3.73,Captain Selin's Cream,Selin's Grove Brewing Co.,Other Style,Selinsgrove,-1,63,Pennsylvania,American Cream Ale,American-Style Cream Ale or Lager
5.00,Year-round,3.48,Lobster Ale,Belfast Bay Brewing Company,North American Ale,Belfast,-1,330,Maine,American Amber / Red Ale,American-Style Amber/Red Ale
5.20,Rotating,3.26,Marzoni's Amber Lager,Marzoni's Brick Oven & Brewing Co,North American Ale,Duncansville,-1,6,Pennsylvania,American Amber / Red Lager,American-Style Amber/Red Ale
7.00,Rotating,3.64,Rauchbock,Appalachian Brewing Company,,Harrisburg,-1,21,Pennsylvania,German Rauchbier,
4.80,Year-round,3.6,Sprecher Pub Ale,Sprecher Brewing,North American Ale,Glendale,-1,186,Wisconsin,English Brown Ale,American-Style Brown Ale
6.00,Fall,3.55,Truly Honest Ale,Roy Pitz Brewing Company,North American Ale,Chambersburg,-1,19,Pennsylvania,American Amber / Red Ale,American-Style Amber/Red Ale
6.20,Fall,3.55,Climax Oktoberfest,Climax Brewing Copmany,German Lager,Roselle Park,-1,33,New Jersey,German Märzen / Oktoberfest,German-Style Oktoberfest
6.50,Limited (brewed once),4.32,Zeno Black Lager,Otto's Pub and Brewery,German Lager,State College,-1,2,Pennsylvania,German Schwarzbier,German-Style Schwarzbier
5.50,Year-round,3.23,Old Nick Pale Ale,Richbrau Brewing Company,North American Ale,Richmond,-1,17,Virginia,American Pale Ale (APA),American-Style Pale Ale
4.60,Year-round,3.14,Griffin Golden Ale,Richbrau Brewing Company,North American Ale,Richmond,-1,16,Virginia,American Blonde Ale,Golden or Blonde Ale
5.00,Rotating,3.79,Live Oak Pale Ale,Live Oak Brewing,North American Ale,Austin,-1,33,Texas,American Pale Ale (APA),American-Style Pale Ale
8.50,Year-round,3.96,Double Wide I.P.A.,Boulevard Brewing Company,North American Ale,Kansas City,71,2650,Missouri,American Imperial IPA,Imperial or Double India Pale Ale
8.00,Rotating,3.7,4 Seasons IPA,"Voodoo Brewing Co.,LLC",North American Ale,Meadville,-1,262,Pennsylvania,American IPA,American-Style India Pale Ale
-1,Year-round,3.34,Celebration Wheat,Copper Kettle Brewery,Other Style,Millmont,-1,7,Pennsylvania,American Pale Wheat Ale,Light American Wheat Ale or Lager
11.70,Rotating,4.08,Night Stalker,Goose Island Beer Company - Clybourn,North American Ale,Chicago,-1,1829,Illinois,American Imperial Stout,American-Style Imperial Stout
-1,Year-round,3.72,El Toro Negro Oatmeal Stout,El Toro Brewing Company,British Ale,Morgan Hill,-1,67,California,English Oatmeal Stout,Oatmeal Stout
4.90,Rotating,3,Amber Waves,Walldorff Brew Pub,North American Ale,Hastings,-1,1,Michigan,American Amber / Red Ale,American-Style Amber/Red Ale
7.70,Year-round,3.68,Pride of Milford Special Ale,Cooperstown Brewing Company,,Milford,-1,151,New York,English Strong Ale,
8.00,Year-round,3.55,Andygator,Abita Brewing Company,German Lager,Abita Springs,25,1706,Louisiana,German Maibock,German-Style Doppelbock
8.20,Winter,4.14,(512) Whiskey Barrel Aged Double Pecan Porter,(512) Brewing Company,Irish Ale,Austin,-1,443,Texas,American Imperial Porter,Porter
8.20,Year-round,3.98,Mayhem Belgian-style Double IPA,Midnight Sun Brewing Co.,Belgian and French Ale,Anchorage,100,85,Alaska,Belgian IPA,Other Belgian-Style Ales
8.50,Rotating,3.85,Hop Master's Abbey Belgian-style Double IPA,Hoppin Frog Brewery,Belgian and French Ale,Akron,-1,102,Ohio,Belgian IPA,Other Belgian-Style Ales
5.80,Year-round,3.48,Pale Ale,Yazoo Brewing,North American Ale,Nashville,55,581,Tennessee,American Pale Ale (APA),American-Style Strong Pale Ale
6.70,Year-round,3.78,Watershed IPA,Oakshire,North American Ale,Eugene,-1,350,Or,American IPA,American-Style Strong Pale Ale
6.70,Year-round,3.78,Watershed IPA,Oakshire,North American Ale,Eugene,-1,350,Or,American IPA,American-Style Strong Pale Ale
4.20,Rotating,3.47,Strawberry,Abita Brewing Company,Other Style,Abita Springs,13,1374,Louisiana,Fruit and Field Beer,Fruit Beer
5.00,Year-round,3.71,Bottom Up Wit,Revolution Brewing LLC,Belgian and French Ale,Chicago,14,614,Illinois,Belgian Witbier,Belgian-Style White
5.00,Rotating,3.56,Brown Cow Ale,Firehouse Brewing,North American Ale,Rapid City,-1,8,South Dakota,English Brown Ale,American-Style Brown Ale
3.80,Rotating,3.2,Wilderness Wheat,Firehouse Brewing,North American Lager,Rapid City,-1,30,South Dakota,German Hefeweizen,American-Style Lager
4.88,Year-round,3.57,Pointer Brown Ale,Court Avenue Brewing,North American Ale,Des Moines,-1,23,Iowa,English Brown Ale,American-Style Brown Ale
5.50,Rotating,3.93,Hex Nut Brown Ale,Goose Island Beer Company - Fulton Street,North American Ale,Chicago,-1,21,Illinois,English Brown Ale,American-Style Brown Ale
4.80,Summer,3.67,Blackberry,Wild River Brewing and Pizza - Cave Junction,Other Style,Cave Junction,-1,3,Oregon,American Porter,Light American Wheat Ale or Lager
-1,Year-round,2.93,Blonde Ale,Barley Brothers Brewery and Grill,,Lake Havasu City,-1,5,Arizona,American Blonde Ale,
5.10,Year-round,3.67,Prescription Pale,Magnolia Pub and Brewery,North American Ale,San Francisco,-1,35,California,American Pale Ale (APA),American-Style Pale Ale
6.70,Fall,3.93,Jubelale,Deschutes Brewery,Other Style,Bend,-1,2873,Oregon,Winter Warmer,Winter Warmer
4.30,Rotating,3.66,Burton Pale Ale,Faultline Brewing #2,,Walnut Creek,-1,6,California,American Pale Ale (APA),
7.00,Rotating,3.86,Double Black Stout,Redhook Ale Brewery,North American Ale,Seattle,-1,346,Washington,American Imperial Stout,American-Style Stout
-1,Year-round,2.31,Three Stooges Beer,Panther Brewing Company,North American Lager,Utica,-1,35,New York,American Adjunct Lager,American-Style Lager
-1,Limited (brewed once),3.16,Bohemian Pilsner,Pete's Brewing,,San Antonio,-1,4,Texas,American Imperial Pilsner,
5.80,Year-round,3.03,Crystal Pier Pale Ale,Pacific Beach Brewhouse,North American Ale,Pacific Beach,-1,9,California,American Pale Ale (APA),American-Style Pale Ale
8.20,Year-round,3.66,Butthead Doppelbock,Tommyknocker Brewery and Pub,German Lager,Idaho Springs,-1,605,Colorado,German Doppelbock,German-Style Doppelbock
6.00,Fall,3.44,Nut Brown,Arcadia Brewing,North American Ale,Battle Creek,26,265,Michigan,English Brown Ale,American-Style Brown Ale
-1,Year-round,0,Pale Ale,Randy's Fun Hunters Brewery Restaurant and Banquet Center,North American Ale,Whitewater,-1,0,Wisconsin,American Pale Ale (APA),American-Style Pale Ale
5.50,Year-round,3.46,Indiana Amber,Oaken Barrel Brewing,North American Ale,Greenwood,-1,119,Indiana,American Amber / Red Ale,American-Style Amber/Red Ale
-1,Year-round,0,Southport Amber,Brewmasters Restaurant and Brewery South,North American Ale,Kenosha,-1,0,Wisconsin,German Märzen / Oktoberfest,American-Style Amber/Red Ale
-1,Year-round,3.39,Demon Fuel,Ramapo Valley Brewery,,Hillburn,-1,4,New York,American Strong Ale,
-1,Year-round,3.06,Beau Rivage Bock,Coast Brewing,North American Lager,Biloxi,-1,2,Mississippi,German Bock,American-Style Lager
-1,Year-round,3.61,Sir Duluth Oatmeal Stout,Lake Superior Brewing,North American Ale,Duluth,-1,173,Minnesota,English Oatmeal Stout,American-Style Stout
-1,Winter,0,Penitentiary Porter,Mill Creek Brewpub,Irish Ale,Walla Walla,-1,0,Washington,American Porter,Porter
-1,Year-round,0,Old 420 Wheat Wine,Flossmoor Station Brewery,,Flossmoor,-1,0,Illinois,American Wheatwine Ale,
6.00,Year-round,3.87,Hops Explosion IPA,Watch City Brewing,North American Ale,Waltham,-1,54,Massachusetts,American IPA,American-Style India Pale Ale
7.50,Year-round,3.99,Big Bear Stout,Deep Creek Brewing,North American Ale,McHenry,-1,1,Maryland,Foreign / Export Stout,American-Style Stout
4.90,Year-round,3.53,Gold Ale,Clipper City Brewing Co.,North American Ale,Baltimore,-1,77,Maryland,American Blonde Ale,American-Style Pale Ale
6.50,Year-round,3.64,Big Bad Dog Old English Ale,Blue Cat Brew Pub,British Ale,Rock Island,26.3,24,Illinois,English Old Ale,Old Ale
-1,Year-round,3.4,Pale Rider,Celis Brewery,North American Ale,Austin,-1,3,Texas,American Pale Ale (APA),American-Style Pale Ale
5.00,Year-round,3.81,Bacchanal Blonde,Angelic Brewing,North American Ale,Madison,-1,3,Wisconsin,American Blonde Ale,American-Style Pale Ale
5.00,Summer,3.76,Hefeweizen,Jacob Leinenkugel Brewing Company,German Ale,Chippewa Falls,-1,4,Wisconsin,American Pale Wheat Ale,South German-Style Hefeweizen
